org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
mm10.chr19     	phRAIDER       	31             	51             	51             	1.0            	2              	0.118          	0.94           	3604           	3295039488     	3421097984     	0.954          	0.357          		1^{51}
mm10.chr19     	phRAIDER       	32             	52             	52             	1.0            	2              	0.118          	0.939          	59             	1391874048     	1519562752     	0.953          	0.358          		1^{52}
mm10.chr19     	phRAIDER       	33             	53             	53             	1.0            	2              	0.118          	0.939          	3603           	4025696256     	4153450496     	0.951          	0.358          		1^{53}
mm10.chr19     	phRAIDER       	34             	54             	54             	1.0            	2              	0.119          	0.939          	3601           	4066463744     	4192526336     	0.95           	0.36           		1^{54}
mm10.chr19     	phRAIDER       	35             	55             	55             	1.0            	2              	0.119          	0.939          	3605           	3368615936     	3494653952     	0.948          	0.361          		1^{55}
mm10.chr19     	phRAIDER       	36             	56             	56             	1.0            	2              	0.119          	0.938          	3608           	2776109056     	2902069248     	0.946          	0.361          		1^{56}
mm10.chr19     	phRAIDER       	37             	57             	57             	1.0            	2              	0.119          	0.938          	3605           	3036372992     	3162378240     	0.945          	0.362          		1^{57}
mm10.chr19     	phRAIDER       	38             	58             	58             	1.0            	2              	0.119          	0.937          	3604           	4048125952     	4174143488     	0.943          	0.363          		1^{58}
mm10.chr19     	phRAIDER       	39             	59             	59             	1.0            	2              	0.119          	0.936          	3607           	4048097280     	4174163968     	0.941          	0.363          		1^{59}
mm10.chr19     	phRAIDER       	40             	60             	60             	1.0            	2              	0.119          	0.935          	3608           	2843090944     	2969075712     	0.939          	0.364          		1^{60}
mm10.chr19     	phRAIDER       	41             	61             	61             	1.0            	2              	0.12           	0.935          	3608           	3291832320     	3417911296     	0.937          	0.364          		1^{61}
mm10.chr19     	phRAIDER       	42             	62             	62             	1.0            	2              	0.12           	0.935          	3613           	4048064512     	4174073856     	0.935          	0.365          		1^{62}
mm10.chr19     	phRAIDER       	43             	63             	63             	1.0            	2              	0.119          	0.934          	3607           	4048039936     	4174098432     	0.934          	0.365          		1^{63}
mm10.chr19     	phRAIDER       	44             	64             	64             	1.0            	2              	0.119          	0.935          	3611           	2776109056     	2902048768     	0.932          	0.366          		1^{64}
mm10.chr19     	phRAIDER       	45             	65             	65             	1.0            	2              	0.119          	0.935          	3609           	3245654016     	3371683840     	0.93           	0.367          		1^{65}
mm10.chr19     	phRAIDER       	46             	66             	66             	1.0            	2              	0.119          	0.935          	3611           	2764718080     	2890670080     	0.928          	0.367          		1^{66}
mm10.chr19     	phRAIDER       	47             	67             	67             	1.0            	2              	0.119          	0.935          	3613           	4046249984     	4173987840     	0.926          	0.368          		1^{67}
mm10.chr19     	phRAIDER       	48             	68             	68             	1.0            	2              	0.119          	0.935          	3610           	4339744768     	4465745920     	0.924          	0.369          		1^{68}
mm10.chr19     	phRAIDER       	49             	69             	69             	1.0            	2              	0.12           	0.935          	3614           	2272559104     	2398564352     	0.922          	0.37           		1^{69}
mm10.chr19     	phRAIDER       	50             	70             	70             	1.0            	2              	0.119          	0.936          	3617           	2700410880     	2826309632     	0.92           	0.371          		1^{70}
mm10.chr19     	phRAIDER       	51             	71             	71             	1.0            	2              	0.121          	0.936          	3612           	4047884288     	4173959168     	0.918          	0.371          		1^{71}
mm10.chr19     	phRAIDER       	52             	72             	72             	1.0            	2              	0.121          	0.937          	3614           	4047872000     	4173869056     	0.915          	0.371          		1^{72}
mm10.chr19     	phRAIDER       	53             	73             	73             	1.0            	2              	0.12           	0.938          	3617           	4339646464     	4465647616     	0.914          	0.372          		1^{73}
mm10.chr19     	phRAIDER       	54             	74             	74             	1.0            	2              	0.12           	0.939          	3614           	2821300224     	2947178496     	0.911          	0.372          		1^{74}
mm10.chr19     	phRAIDER       	55             	75             	75             	1.0            	2              	0.12           	0.939          	3614           	2121084928     	2247094272     	0.909          	0.373          		1^{75}
mm10.chr19     	phRAIDER       	56             	76             	76             	1.0            	2              	0.12           	0.939          	3615           	3878346752     	4004421632     	0.907          	0.373          		1^{76}
mm10.chr19     	phRAIDER       	57             	77             	77             	1.0            	2              	0.12           	0.939          	3614           	3004555264     	3130478592     	0.905          	0.374          		1^{77}
mm10.chr19     	phRAIDER       	58             	78             	78             	1.0            	2              	0.12           	0.941          	3619           	4047777792     	4173803520     	0.903          	0.374          		1^{78}
mm10.chr19     	phRAIDER       	59             	79             	79             	1.0            	2              	0.119          	0.94           	3618           	3897716736     	4023746560     	0.9            	0.374          		1^{79}
mm10.chr19     	phRAIDER       	60             	80             	80             	1.0            	2              	0.119          	0.94           	3617           	2137419776     	2263371776     	0.898          	0.374          		1^{80}
mm10.chr19     	phRAIDER       	61             	81             	81             	1.0            	2              	0.119          	0.94           	3622           	4047921152     	4173930496     	0.896          	0.375          		1^{81}
mm10.chr19     	phRAIDER       	62             	82             	82             	1.0            	2              	0.118          	0.94           	3618           	3503763456     	3631534080     	0.894          	0.375          		1^{82}
mm10.chr19     	phRAIDER       	63             	83             	83             	1.0            	2              	0.118          	0.94           	3619           	2776178688     	2902077440     	0.892          	0.376          		1^{83}
mm10.chr19     	phRAIDER       	64             	84             	84             	1.0            	2              	0.118          	0.941          	3620           	2264461312     	2390458368     	0.89           	0.376          		1^{84}
mm10.chr19     	phRAIDER       	65             	85             	85             	1.0            	2              	0.118          	0.941          	3620           	3114381312     	3240337408     	0.888          	0.377          		1^{85}
mm10.chr19     	phRAIDER       	66             	86             	86             	1.0            	2              	0.118          	0.942          	3620           	4046082048     	4173836288     	0.885          	0.377          		1^{86}
mm10.chr19     	phRAIDER       	67             	87             	87             	1.0            	2              	0.118          	0.942          	3621           	3467939840     	3594051584     	0.883          	0.378          		1^{87}
mm10.chr19     	phRAIDER       	68             	88             	88             	1.0            	2              	0.117          	0.942          	3626           	4047794176     	4173807616     	0.881          	0.378          		1^{88}
mm10.chr19     	phRAIDER       	69             	89             	89             	1.0            	2              	0.117          	0.941          	3623           	4047802368     	4173795328     	0.879          	0.378          		1^{89}
mm10.chr19     	phRAIDER       	70             	90             	90             	1.0            	2              	0.117          	0.942          	3625           	4047769600     	4173832192     	0.877          	0.378          		1^{90}
mm10.chr19     	phRAIDER       	71             	91             	91             	1.0            	2              	0.116          	0.941          	3625           	4047679488     	4173762560     	0.875          	0.378          		1^{91}
mm10.chr19     	phRAIDER       	72             	92             	92             	1.0            	2              	0.116          	0.941          	3623           	4045967360     	4173643776     	0.873          	0.378          		1^{92}
mm10.chr19     	phRAIDER       	73             	93             	93             	1.0            	2              	0.116          	0.941          	3625           	2776121344     	2902077440     	0.87           	0.379          		1^{93}
mm10.chr19     	phRAIDER       	74             	94             	94             	1.0            	2              	0.116          	0.941          	3626           	3784433664     	3912196096     	0.868          	0.379          		1^{94}
mm10.chr19     	phRAIDER       	75             	95             	95             	1.0            	2              	0.115          	0.941          	3625           	3027644416     	3153584128     	0.866          	0.379          		1^{95}
mm10.chr19     	phRAIDER       	76             	96             	96             	1.0            	2              	0.115          	0.941          	3626           	3066007552     	3191959552     	0.864          	0.379          		1^{96}
mm10.chr19     	phRAIDER       	77             	97             	97             	1.0            	2              	0.115          	0.941          	3629           	4047626240     	4173664256     	0.862          	0.379          		1^{97}
mm10.chr19     	phRAIDER       	78             	98             	98             	1.0            	2              	0.115          	0.941          	3628           	4047601664     	4173651968     	0.86           	0.379          		1^{98}
mm10.chr19     	phRAIDER       	79             	99             	99             	1.0            	2              	0.114          	0.942          	3629           	3693973504     	3819991040     	0.858          	0.38           		1^{99}
mm10.chr19     	phRAIDER       	80             	100            	100            	1.0            	2              	0.114          	0.943          	3629           	4047577088     	4173565952     	0.856          	0.38           		1^{100}
