org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
mm10.chr19     	RAIDER         	0              	50             	40             	0.8            	2              	0.087          	0.938          	3601           	2621218816     	2747363328     	0.974          	0.358          		1^{3}01^{3}1^{3}01^{3}001^{3}1^{3}101011001^{3}101^{3}01^{3}1^{3}1^{3}11
mm10.chr19     	RAIDER         	10             	50             	50             	1.0            	2              	0.107          	0.928          	3600           	2595241984     	2723045376     	0.957          	0.354          		1^{50}
mm10.chr19     	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.179          	0.986          	54008          	450842624      	635899904      	0.99           	0.393          		NA
mm10.chr19     	phRAIDER       	9              	30             	30             	1.0            	2              	0.111          	0.941          	50             	2648522752     	2774433792     	0.97           	0.331          		1^{30}
mm10.chr19     	phRAIDER       	7              	35             	35             	1.0            	2              	0.114          	0.937          	53             	2886496256     	3012431872     	0.971          	0.34           		1^{35}
mm10.chr19     	phRAIDER       	6              	40             	40             	1.0            	2              	0.115          	0.931          	53             	2476621824     	2602610688     	0.968          	0.344          		1^{40}
mm10.chr19     	phRAIDER       	5              	42             	40             	0.952          	2              	0.121          	0.93           	55             	2777243648     	2903232512     	0.97           	0.35           		1^{11}01^{11}1^{7}01^{11}
mm10.chr19     	phRAIDER       	3              	44             	40             	0.909          	2              	0.119          	0.929          	56             	2905821184     	3031797760     	0.969          	0.351          		1^{3}0101^{3}1^{3}1^{3}1^{3}1^{3}1^{3}1^{3}1^{3}1^{3}1^{3}110101^{3}
mm10.chr19     	phRAIDER       	8              	45             	45             	1.0            	2              	0.117          	0.932          	59             	3282833408     	3408920576     	0.963          	0.35           		1^{45}
mm10.chr19     	phRAIDER       	2              	46             	40             	0.87           	2              	0.125          	0.931          	3600           	2267205632     	2393202688     	0.972          	0.359          		1^{6}01^{6}1^{5}01^{3}001^{3}01^{6}1^{5}01^{6}
mm10.chr19     	phRAIDER       	4              	46             	40             	0.87           	2              	0.123          	0.925          	3601           	3309694976     	3435655168     	0.971          	0.358          		1^{6}0101^{6}1^{6}01101^{6}1^{6}0101^{6}
mm10.chr19     	phRAIDER       	1              	48             	40             	0.833          	2              	0.124          	0.923          	58             	4055666688     	4181868544     	0.972          	0.36           		1^{8}001^{8}10101^{4}0101^{8}1001^{8}
mm10.chr19     	phRAIDER       	0              	50             	40             	0.8            	2              	0.126          	0.927          	3601           	2254532608     	2382270464     	0.973          	0.364          		1^{3}01^{3}1^{3}01^{3}001^{3}1^{3}101011001^{3}101^{3}01^{3}1^{3}1^{3}11
mm10.chr19     	phRAIDER       	10             	50             	50             	1.0            	2              	0.117          	0.935          	3603           	2483204096     	2609205248     	0.956          	0.356          		1^{50}
