org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	phRAIDER       	86             	58             	40             	0.69           	2              	0.708          	0.748          	0              	0              	0              	0.971          	0.785          		1111110110111001100111111000110001111110011001110110111111
ce10.chrV      	phRAIDER       	65             	58             	40             	0.69           	2              	0.698          	0.758          	10             	621252608      	743727104      	0.97           	0.781          		1111010011111110110010110101111010110100110111111100101111
ce10.chrV      	phRAIDER       	35             	58             	40             	0.69           	2              	0.7            	0.758          	9              	620367872      	742768640      	0.957          	0.779          		1000111010011101011111111101111011111111101011100101110001
ce10.chrV      	phRAIDER       	168            	58             	40             	0.69           	2              	0.698          	0.75           	11             	163176448      	293281792      	0.971          	0.788          		1111101111011010010111011110000111101110100101101111011111
ce10.chrV      	phRAIDER       	31             	58             	40             	0.69           	2              	0.701          	0.763          	10             	692211712      	814612480      	0.974          	0.783          		1111111111101000001010111111001111110101000001011111111111
ce10.chrV      	phRAIDER       	17             	58             	40             	0.69           	2              	0.703          	0.762          	10             	620990464      	743317504      	0.966          	0.784          		1100010111111110110111110011001100111110110111111110100011
ce10.chrV      	phRAIDER       	29             	58             	40             	0.69           	2              	0.702          	0.749          	9              	0              	0              	0.971          	0.785          		1101111011111001111001110010110100111001111001111101111011
ce10.chrV      	phRAIDER       	1              	58             	40             	0.69           	2              	0.701          	0.76           	9              	0              	0              	0.969          	0.787          		1011111110011100110100111111001111110010110011100111111101
ce10.chrV      	phRAIDER       	79             	58             	40             	0.69           	2              	0.705          	0.747          	10             	621359104      	743731200      	0.97           	0.782          		1101110111101111011001011010110101101001101111011110111011
ce10.chrV      	phRAIDER       	32             	58             	40             	0.69           	2              	0.701          	0.759          	9              	0              	0              	0.967          	0.784          		1101110011110110011110111100110011110111100110111100111011
ce10.chrV      	phRAIDER       	51             	60             	40             	0.667          	2              	0.702          	0.732          	9              	0              	0              	0.967          	0.787          		111111001100011111110010011110011110010011111110001100111111
ce10.chrV      	phRAIDER       	141            	60             	40             	0.667          	2              	0.704          	0.765          	11             	692199424      	814526464      	0.967          	0.787          		111110011011010100111111010011110010111111001010110110011111
ce10.chrV      	phRAIDER       	69             	60             	40             	0.667          	2              	0.7            	0.751          	11             	0              	0              	0.969          	0.784          		110110111011011101100111011001100110111001101110110111011011
ce10.chrV      	phRAIDER       	70             	60             	40             	0.667          	2              	0.701          	0.754          	10             	691879936      	814305280      	0.963          	0.783          		111101001010110101101111110011110011111101101011010100101111
ce10.chrV      	phRAIDER       	61             	60             	40             	0.667          	2              	0.698          	0.745          	9              	691998720      	814313472      	0.966          	0.787          		111100101101011101011111001011110100111110101110101101001111
ce10.chrV      	phRAIDER       	104            	60             	40             	0.667          	2              	0.7            	0.752          	10             	690143232      	814174208      	0.964          	0.785          		111100011101010101011101111101101111101110101010101110001111
ce10.chrV      	phRAIDER       	74             	60             	40             	0.667          	2              	0.699          	0.759          	10             	0              	0              	0.964          	0.786          		110111001001101111010111101011110101111010111101100100111011
ce10.chrV      	phRAIDER       	127            	60             	40             	0.667          	2              	0.696          	0.759          	10             	620867584      	743268352      	0.959          	0.78           		101001111010101001111010111111111111010111100101010111100101
ce10.chrV      	phRAIDER       	84             	60             	40             	0.667          	2              	0.699          	0.759          	10             	621158400      	743485440      	0.963          	0.787          		101011011110100101011110111110011111011110101001011110110101
ce10.chrV      	phRAIDER       	175            	60             	40             	0.667          	2              	0.705          	0.76           	10             	621125632      	743514112      	0.963          	0.784          		110000111111010111011011110110011011110110111010111111000011
ce10.chrV      	phRAIDER       	123            	60             	40             	0.667          	2              	0.702          	0.753          	10             	691949568      	814374912      	0.965          	0.785          		110100110111101100011111001111111100111110001101111011001011
ce10.chrV      	phRAIDER       	50             	60             	40             	0.667          	2              	0.701          	0.74           	11             	0              	0              	0.968          	0.786          		111010100111111110101101010110011010101101011111111001010111
ce10.chrV      	phRAIDER       	165            	60             	40             	0.667          	2              	0.7            	0.745          	10             	621326336      	743686144      	0.967          	0.785          		101111000111110111101110001110011100011101111011111000111101
ce10.chrV      	phRAIDER       	101            	60             	40             	0.667          	2              	0.697          	0.738          	10             	619671552      	743755776      	0.97           	0.79           		100111111011111111001110001100001100011100111111110111111001
ce10.chrV      	phRAIDER       	174            	60             	40             	0.667          	2              	0.702          	0.742          	10             	691843072      	814256128      	0.964          	0.789          		110111110000101111110111011100001110111011111101000011111011
ce10.chrV      	phRAIDER       	44             	62             	40             	0.645          	2              	0.698          	0.751          	10             	692584448      	815034368      	0.973          	0.792          		11110110111111010010110100001111110000101101001011111101101111
ce10.chrV      	phRAIDER       	14             	62             	40             	0.645          	2              	0.697          	0.763          	9              	335716352      	459710464      	0.967          	0.789          		11110101100101111100001111101100110111110000111110100110101111
ce10.chrV      	phRAIDER       	40             	62             	40             	0.645          	2              	0.697          	0.738          	11             	692154368      	814579712      	0.964          	0.786          		11010101011101100011101101110111101110110111000110111010101011
ce10.chrV      	phRAIDER       	59             	62             	40             	0.645          	2              	0.702          	0.747          	10             	0              	0              	0.962          	0.787          		11110010011100101011101110111100111101110111010100111001001111
ce10.chrV      	phRAIDER       	164            	62             	40             	0.645          	2              	0.699          	0.746          	10             	622026752      	744460288      	0.975          	0.79           		11111111101110111100100100001100110000100100111101110111111111
ce10.chrV      	phRAIDER       	120            	62             	40             	0.645          	2              	0.701          	0.738          	11             	692195328      	814555136      	0.966          	0.788          		10100111011011111011110010010111101001001111011111011011100101
ce10.chrV      	phRAIDER       	90             	62             	40             	0.645          	2              	0.695          	0.752          	9              	620351488      	742711296      	0.952          	0.779          		10001010110011001011101111111111111111110111010011001101010001
ce10.chrV      	phRAIDER       	57             	62             	40             	0.645          	2              	0.708          	0.746          	9              	621416448      	743780352      	0.965          	0.787          		11001011010111101001110110101111110101101110010111101011010011
ce10.chrV      	phRAIDER       	7              	62             	40             	0.645          	2              	0.7            	0.754          	10             	0              	0              	0.972          	0.79           		10011111111110001110000101110111101110100001110001111111111001
ce10.chrV      	phRAIDER       	45             	62             	40             	0.645          	2              	0.7            	0.743          	10             	619503616      	743567360      	0.963          	0.788          		11011000101011011111111100101100110100111111111011010100011011
ce10.chrV      	phRAIDER       	11             	62             	40             	0.645          	2              	0.704          	0.767          	10             	691957760      	814428160      	0.963          	0.79           		11100001110011011111110110101011010101101111111011001110000111
ce10.chrV      	phRAIDER       	161            	62             	40             	0.645          	2              	0.7            	0.75           	9              	0              	0              	0.965          	0.786          		11110010101010111011111001111000011110011111011101010101001111
ce10.chrV      	phRAIDER       	52             	62             	40             	0.645          	2              	0.702          	0.734          	10             	0              	0              	0.973          	0.789          		11111101110110011100010011111000011111001000111001101110111111
ce10.chrV      	phRAIDER       	166            	62             	40             	0.645          	2              	0.701          	0.747          	10             	621404160      	743804928      	0.964          	0.787          		11110101100101100011010111101111110111101011000110100110101111
