chr           tool          seed          tpr           tnr           ppv           npv           fpr           fdr           Time          Memory        RM_Time       RM_Mem        
chr17         raider        5             0.56324       0.73615       0.38136       0.85373       0.26385       0.61864       0             0             152416        1442357248    
chr17         raider        5             0.56324       0.73615       0.38136       0.85373       0.26385       0.61864       0             0             152416        1442357248    
chr17         raider        6             0.56273       0.73736       0.38223       0.85379       0.26264       0.61777       28837         8612638720    199362        1442607104    
chr17         raider        6             0.56273       0.73736       0.38223       0.85379       0.26264       0.61777       28837         8612638720    199362        1442607104    
chr19         raider        0             0.36376       0.85204       0.42957       0.81386       0.14796       0.57043       10855         7110688768    145714        1433812992    
chr19         raider        0             0.36376       0.85204       0.42957       0.81386       0.14796       0.57043       10855         7110688768    145714        1433812992    
chr19         raider        1             0.3638        0.85288       0.43098       0.81402       0.14712       0.56902       0             0             210543        1437159424    
chr19         raider        1             0.3638        0.85288       0.43098       0.81402       0.14712       0.56902       0             0             210543        1437159424    
chr19         raider        2             0.36365       0.8507        0.42727       0.81359       0.1493        0.57273       14403         7110135808    142183        1439395840    
chr19         raider        2             0.36365       0.8507        0.42727       0.81359       0.1493        0.57273       14403         7110135808    142183        1439395840    
chr19         raider        3             0.36388       0.84935       0.42523       0.81341       0.15065       0.57477       14402         7110017024    38036         1437552640    
chr19         raider        3             0.36388       0.84935       0.42523       0.81341       0.15065       0.57477       14402         7110017024    38036         1437552640    
chr19         raider        4             0.36406       0.84855       0.42406       0.81331       0.15145       0.57594       14410         7109275648    70446         1450045440    
chr19         raider        4             0.36406       0.84855       0.42406       0.81331       0.15145       0.57594       14410         7109275648    70446         1450045440    
chr19         raider        5             0.36404       0.84631       0.42046       0.8129        0.15369       0.57954       14417         7694434304    160461        1491812352    
chr19         raider        5             0.36404       0.84631       0.42046       0.8129        0.15369       0.57954       14417         7694434304    160461        1491812352    
chr19         raider        6             0.36389       0.84477       0.41792       0.81259       0.15523       0.58208       14429         7702581248    77649         1433255936    
chr19         raider        6             0.36389       0.84477       0.41792       0.81259       0.15523       0.58208       14429         7702581248    77649         1433255936    
chr18         raider        0             0.31823       0.85818       0.37186       0.82672       0.14182       0.62814       18013         9670348800    141467        1435766784    
chr18         raider        0             0.31823       0.85818       0.37186       0.82672       0.14182       0.62814       18013         9670348800    141467        1435766784    
chr18         raider        1             0.31778       0.85898       0.37285       0.82676       0.14102       0.62715       0             0             47887         1432416256    
chr18         raider        1             0.31778       0.85898       0.37285       0.82676       0.14102       0.62715       0             0             47887         1432416256    
chr18         raider        2             0.31739       0.85976       0.37385       0.82681       0.14024       0.62615       18026         8467034112    184680        1436356608    
chr18         raider        2             0.31739       0.85976       0.37385       0.82681       0.14024       0.62615       18026         8467034112    184680        1436356608    
chr18         raider        3             0.31742       0.85949       0.37343       0.82677       0.14051       0.62657       18024         10189574144   55151         1433219072    
chr18         raider        3             0.31742       0.85949       0.37343       0.82677       0.14051       0.62657       18024         10189574144   55151         1433219072    
chr18         raider        4             0.31758       0.86085       0.37583       0.82703       0.13915       0.62417       18042         8548073472    170364        1697615872    
chr18         raider        4             0.31758       0.86085       0.37583       0.82703       0.13915       0.62417       18042         8548073472    170364        1697615872    
chr18         raider        5             0.31791       0.86051       0.37551       0.82705       0.13949       0.62449       18032         8467025920    66049         1436487680    
chr18         raider        5             0.31791       0.86051       0.37551       0.82705       0.13949       0.62449       18032         8467025920    66049         1436487680    
chr18         raider        6             0.31833       0.85912       0.37349       0.8269        0.14088       0.62651       18056         8466173952    210029        1431105536    
chr18         raider        6             0.31833       0.85912       0.37349       0.8269        0.14088       0.62651       18056         8466173952    210029        1431105536    
