org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
mm10.chr19     	phRAIDER       	25             	44             	40             	0.909          	2              	0.122          	0.928          	59             	2775851008     	2903617536     	0.971          	0.355          		1^{11}0101^{11}1^{5}0101^{11}
mm10.chr19     	phRAIDER       	2              	44             	40             	0.909          	2              	0.122          	0.932          	3601           	4052172800     	4178157568     	0.97           	0.353          		1101^{8}01^{8}1^{8}1^{4}01^{8}011
mm10.chr19     	phRAIDER       	32             	44             	40             	0.909          	2              	0.123          	0.93           	54             	4153622528     	4279578624     	0.971          	0.352          		1^{12}001^{12}1^{4}001^{12}
mm10.chr19     	phRAIDER       	21             	44             	40             	0.909          	2              	0.123          	0.925          	3602           	3404070912     	3530022912     	0.971          	0.354          		1^{12}01^{3}01^{3}1^{3}1^{3}101^{3}01^{12}
mm10.chr19     	phRAIDER       	17             	44             	40             	0.909          	2              	0.123          	0.927          	56             	3661688832     	3789443072     	0.972          	0.355          		1^{15}01^{3}01^{3}101^{3}01^{15}
mm10.chr19     	phRAIDER       	13             	44             	40             	0.909          	2              	0.121          	0.927          	55             	3616485376     	3742498816     	0.97           	0.353          		101^{10}01^{10}1^{8}01^{10}01
mm10.chr19     	phRAIDER       	9              	44             	40             	0.909          	2              	0.12           	0.93           	57             	3390242816     	3516256256     	0.969          	0.353          		1^{6}01101^{6}1^{6}1^{6}1^{6}01101^{6}
mm10.chr19     	phRAIDER       	5              	44             	40             	0.909          	2              	0.122          	0.926          	59             	3184824320     	3310768128     	0.97           	0.354          		1^{8}01^{5}01^{8}1^{5}101^{5}01^{8}
mm10.chr19     	phRAIDER       	1              	44             	40             	0.909          	2              	0.122          	0.927          	59             	2934022144     	3060027392     	0.97           	0.353          		1^{6}01^{5}01^{6}1^{6}1^{6}01^{5}01^{6}
mm10.chr19     	phRAIDER       	31             	44             	40             	0.909          	2              	0.12           	0.928          	59             	4052156416     	4178128896     	0.971          	0.352          		101^{19}001^{19}01
mm10.chr19     	phRAIDER       	38             	44             	40             	0.909          	2              	0.119          	0.93           	59             	4051251200     	4177219584     	0.969          	0.352          		1^{5}0101^{5}1^{5}1^{5}1^{5}1^{5}1^{3}0101^{5}
mm10.chr19     	phRAIDER       	27             	44             	40             	0.909          	2              	0.123          	0.926          	56             	4070432768     	4196429824     	0.971          	0.355          		1^{5}01^{5}1^{5}101^{5}1^{3}01^{5}1^{5}101^{5}
mm10.chr19     	phRAIDER       	34             	44             	40             	0.909          	2              	0.122          	0.928          	55             	3469676544     	3595702272     	0.97           	0.353          		1^{9}01^{3}01^{9}1^{3}1^{3}101^{3}01^{9}
mm10.chr19     	phRAIDER       	23             	44             	40             	0.909          	2              	0.123          	0.929          	56             	4053340160     	4179570688     	0.971          	0.355          		1^{7}01^{7}01^{7}1^{5}01^{7}01^{7}
mm10.chr19     	phRAIDER       	19             	44             	40             	0.909          	2              	0.121          	0.929          	3601           	4073844736     	4199817216     	0.969          	0.353          		1^{8}0101^{8}1^{8}1^{6}0101^{8}
mm10.chr19     	phRAIDER       	15             	44             	40             	0.909          	2              	0.122          	0.93           	56             	4053962752     	4180074496     	0.971          	0.355          		1^{10}01^{7}01^{6}01^{7}01^{10}
mm10.chr19     	phRAIDER       	28             	44             	40             	0.909          	2              	0.123          	0.93           	58             	3136307200     	3262369792     	0.97           	0.354          		1^{5}01^{5}1101^{5}1^{5}1^{5}101^{5}1101^{5}
mm10.chr19     	phRAIDER       	11             	44             	40             	0.909          	2              	0.121          	0.929          	55             	4345372672     	4471271424     	0.972          	0.355          		1^{18}010110101^{18}
mm10.chr19     	phRAIDER       	24             	44             	40             	0.909          	2              	0.123          	0.931          	56             	4052590592     	4178558976     	0.97           	0.354          		1^{6}01^{4}01^{6}1^{6}1^{6}1101^{4}01^{6}
mm10.chr19     	phRAIDER       	7              	44             	40             	0.909          	2              	0.123          	0.93           	56             	4097744896     	4223647744     	0.97           	0.354          		1^{5}01^{5}101^{5}1^{5}1^{5}1^{3}01^{5}101^{5}
mm10.chr19     	phRAIDER       	37             	44             	40             	0.909          	2              	0.123          	0.931          	58             	1789382656     	1915269120     	0.971          	0.354          		1^{12}01101^{12}01101^{12}
mm10.chr19     	phRAIDER       	20             	44             	40             	0.909          	2              	0.123          	0.927          	59             	4054056960     	4180316160     	0.972          	0.354          		1^{14}0101^{10}0101^{14}
mm10.chr19     	phRAIDER       	3              	44             	40             	0.909          	2              	0.122          	0.927          	56             	2459160576     	2586927104     	0.971          	0.354          		1^{9}01^{7}01^{7}101^{7}01^{9}
mm10.chr19     	phRAIDER       	33             	44             	40             	0.909          	2              	0.124          	0.929          	56             	4053172224     	4179402752     	0.97           	0.354          		1^{4}01^{4}1^{4}101^{4}1^{4}1^{4}1101^{4}1^{4}101^{4}
mm10.chr19     	phRAIDER       	16             	44             	40             	0.909          	2              	0.121          	0.927          	59             	2687963136     	2815774720     	0.972          	0.356          		1^{17}01^{3}001^{3}01^{17}
mm10.chr19     	phRAIDER       	59             	46             	40             	0.87           	2              	0.123          	0.927          	3601           	4345716736     	4471881728     	0.971          	0.358          		1^{3}01^{3}01^{3}1^{3}1^{3}1101^{3}1^{3}01^{3}1^{3}1^{3}1101^{3}01^{3}
mm10.chr19     	phRAIDER       	55             	46             	40             	0.87           	2              	0.124          	0.93           	3601           	2721939456     	2849763328     	0.971          	0.357          		1^{6}01101^{6}01^{6}1^{6}01^{6}01101^{6}
mm10.chr19     	phRAIDER       	51             	46             	40             	0.87           	2              	0.126          	0.928          	57             	4178939904     	4305059840     	0.971          	0.358          		1^{6}01^{4}01^{4}01^{6}1^{6}01^{4}01^{4}01^{6}
mm10.chr19     	phRAIDER       	47             	46             	40             	0.87           	2              	0.122          	0.926          	3600           	4052643840     	4180643840     	0.972          	0.357          		101^{17}011001101^{17}01
mm10.chr19     	phRAIDER       	43             	46             	40             	0.87           	2              	0.123          	0.924          	3600           	2049531904     	2175475712     	0.97           	0.357          		1^{4}001^{4}1^{4}1101^{4}1^{4}1^{4}01^{4}1^{4}11001^{4}
mm10.chr19     	phRAIDER       	56             	46             	40             	0.87           	2              	0.124          	0.927          	58             	2057777152     	2185494528     	0.972          	0.359          		1^{3}01^{3}1^{3}1101^{3}1^{3}1101101^{3}1^{3}1101^{3}1^{3}1101^{3}
mm10.chr19     	phRAIDER       	52             	46             	40             	0.87           	2              	0.124          	0.925          	57             	1365172224     	1491185664     	0.973          	0.358          		1^{7}01^{7}1^{4}010110101^{7}1^{4}01^{7}
mm10.chr19     	phRAIDER       	48             	46             	40             	0.87           	2              	0.124          	0.93           	56             	2138021888     	2264080384     	0.97           	0.357          		101^{4}01^{4}1^{4}1^{4}01^{4}1101^{4}1^{4}1^{4}01^{4}01
mm10.chr19     	phRAIDER       	44             	46             	40             	0.87           	2              	0.121          	0.936          	57             	2295435264     	2423062528     	0.969          	0.355          		101^{5}0101^{5}1^{5}1^{5}1^{5}1^{5}10101^{5}01
mm10.chr19     	phRAIDER       	40             	46             	40             	0.87           	2              	0.124          	0.932          	57             	4054671360     	4180824064     	0.971          	0.357          		1^{7}01101^{7}101^{6}01^{7}101101^{7}
mm10.chr19     	phRAIDER       	58             	46             	40             	0.87           	2              	0.125          	0.929          	3601           	4054634496     	4180758528     	0.971          	0.359          		1^{7}01101^{7}1101^{4}01^{7}1101101^{7}
mm10.chr19     	phRAIDER       	54             	46             	40             	0.87           	2              	0.124          	0.932          	3601           	4345356288     	4471607296     	0.97           	0.357          		1^{4}001^{4}1^{3}01^{4}1^{4}1^{4}1^{4}1101^{4}1^{3}001^{4}
mm10.chr19     	phRAIDER       	50             	46             	40             	0.87           	2              	0.124          	0.928          	3600           	3198115840     	3324149760     	0.972          	0.356          		1^{10}011001^{10}1^{6}001101^{10}
mm10.chr19     	phRAIDER       	46             	46             	40             	0.87           	2              	0.125          	0.93           	3600           	4198940672     	4324909056     	0.971          	0.358          		1^{8}001^{8}1101^{4}01^{8}11001^{8}
mm10.chr19     	phRAIDER       	42             	46             	40             	0.87           	2              	0.123          	0.932          	58             	4053471232     	4179730432     	0.97           	0.358          		1^{3}0101^{3}1^{3}01^{3}1^{3}1^{3}1^{3}1^{3}1^{3}1101^{3}1^{3}0101^{3}
mm10.chr19     	phRAIDER       	57             	46             	40             	0.87           	2              	0.124          	0.926          	3600           	3819442176     	3945332736     	0.972          	0.359          		1^{4}01^{4}1^{4}1^{4}101101101101^{4}1^{4}1^{4}101^{4}
mm10.chr19     	phRAIDER       	53             	46             	40             	0.87           	2              	0.125          	0.936          	57             	2277998592     	2404007936     	0.972          	0.361          		1^{4}01^{4}1^{4}1^{4}01101^{4}01101^{4}1^{4}1^{4}01^{4}
mm10.chr19     	phRAIDER       	49             	46             	40             	0.87           	2              	0.125          	0.927          	3600           	4111335424     	4237262848     	0.973          	0.357          		1^{14}01001^{10}00101^{14}
mm10.chr19     	phRAIDER       	45             	46             	40             	0.87           	2              	0.123          	0.932          	3601           	2777948160     	2903924736     	0.971          	0.359          		1^{6}01^{4}01^{6}101^{6}01^{6}101^{4}01^{6}
mm10.chr19     	phRAIDER       	41             	46             	40             	0.87           	2              	0.126          	0.934          	3601           	2776322048     	2904137728     	0.973          	0.36           		1^{11}01^{5}01101^{4}01101^{5}01^{11}
mm10.chr19     	phRAIDER       	70             	48             	40             	0.833          	2              	0.124          	0.933          	3600           	4054757376     	4180979712     	0.971          	0.361          		101101^{6}01^{6}1^{5}001^{6}1^{5}01^{6}01101
mm10.chr19     	phRAIDER       	89             	48             	40             	0.833          	2              	0.125          	0.933          	3601           	4344795136     	4472786944     	0.97           	0.359          		1101101^{6}001^{6}1^{6}1^{6}11001^{6}011011
mm10.chr19     	phRAIDER       	66             	48             	40             	0.833          	2              	0.124          	0.931          	3601           	4054474752     	4180725760     	0.971          	0.36           		101^{5}0101^{5}1^{5}1^{3}001^{5}1^{5}1^{3}0101^{5}01
mm10.chr19     	phRAIDER       	96             	48             	40             	0.833          	2              	0.123          	0.926          	3601           	2107158528     	2233229312     	0.972          	0.361          		10101^{14}001^{8}001^{14}0101
mm10.chr19     	phRAIDER       	85             	48             	40             	0.833          	2              	0.122          	0.925          	57             	3891388416     	4017381376     	0.973          	0.359          		1101^{16}0110^{4}1101^{16}011
mm10.chr19     	phRAIDER       	81             	48             	40             	0.833          	2              	0.124          	0.924          	58             	4035002368     	4160917504     	0.97           	0.359          		1101101^{5}01^{3}01^{5}1^{5}1^{5}101^{3}01^{5}011011
mm10.chr19     	phRAIDER       	77             	48             	40             	0.833          	2              	0.125          	0.928          	3602           	3980681216     	4106665984     	0.971          	0.361          		1^{7}001^{3}01101^{7}1^{7}1101101^{3}001^{7}
mm10.chr19     	phRAIDER       	60             	48             	40             	0.833          	2              	0.126          	0.933          	58             	1347973120     	1473921024     	0.972          	0.362          		1^{4}01^{3}01^{4}1^{4}101101^{4}01101^{4}1^{4}101^{3}01^{4}
mm10.chr19     	phRAIDER       	73             	48             	40             	0.833          	2              	0.126          	0.929          	3601           	4055683072     	4181901312     	0.972          	0.361          		1^{3}01^{3}01^{3}1^{3}1101^{3}1101101^{3}1101^{3}1^{3}1101^{3}01^{3}
mm10.chr19     	phRAIDER       	69             	48             	40             	0.833          	2              	0.126          	0.927          	3601           	4057108480     	4183228416     	0.974          	0.36           		1^{11}0101^{3}01^{3}01^{3}101^{3}01^{3}0101^{11}
mm10.chr19     	phRAIDER       	65             	48             	40             	0.833          	2              	0.126          	0.927          	3602           	3757264896     	3883266048     	0.971          	0.36           		1101^{5}01^{5}001^{5}1^{5}1^{5}1001^{5}01^{5}011
mm10.chr19     	phRAIDER       	95             	48             	40             	0.833          	2              	0.125          	0.924          	3602           	3987230720     	4113489920     	0.971          	0.36           		101^{4}01^{4}101^{4}01^{4}1^{4}1^{4}01^{4}01^{4}101^{4}01
mm10.chr19     	phRAIDER       	91             	48             	40             	0.833          	2              	0.125          	0.93           	58             	4055019520     	4181110784     	0.971          	0.362          		101101^{7}01^{5}01^{7}1^{3}01^{5}01^{7}01101
mm10.chr19     	phRAIDER       	98             	48             	40             	0.833          	2              	0.124          	0.935          	3601           	4340535296     	4466479104     	0.974          	0.361          		101^{17}00101101001^{17}01
mm10.chr19     	phRAIDER       	87             	48             	40             	0.833          	2              	0.124          	0.925          	58             	4101316608     	4227465216     	0.973          	0.362          		1^{6}01^{5}01^{4}01^{3}01^{4}01^{3}01^{4}01^{5}01^{6}
mm10.chr19     	phRAIDER       	83             	48             	40             	0.833          	2              	0.125          	0.922          	57             	1644318720     	1770287104     	0.973          	0.36           		1^{7}01^{6}010101^{7}1^{3}010101^{6}01^{7}
mm10.chr19     	phRAIDER       	79             	48             	40             	0.833          	2              	0.126          	0.925          	3602           	1725214720     	1851113472     	0.972          	0.361          		1^{4}01^{4}01^{4}1^{4}001^{4}1^{4}001^{4}1^{4}01^{4}01^{4}
mm10.chr19     	phRAIDER       	62             	48             	40             	0.833          	2              	0.125          	0.925          	3602           	3720347648     	3846287360     	0.972          	0.361          		1^{5}01101^{4}01^{5}101^{5}101^{5}101^{4}01101^{5}
mm10.chr19     	phRAIDER       	92             	48             	40             	0.833          	2              	0.125          	0.928          	3602           	3825659904     	3951599616     	0.972          	0.36           		1^{7}01^{3}001^{3}1^{3}01^{7}101^{3}1^{3}001^{3}01^{7}
mm10.chr19     	phRAIDER       	75             	48             	40             	0.833          	2              	0.127          	0.934          	3601           	2204233728     	2330292224     	0.973          	0.362          		1^{3}01^{3}1^{3}101^{3}1^{3}10101^{3}10101^{3}1^{3}101^{3}1^{3}101^{3}
mm10.chr19     	phRAIDER       	88             	48             	40             	0.833          	2              	0.124          	0.925          	3601           	1731911680     	1857912832     	0.974          	0.363          		1^{4}01^{4}1^{4}1^{4}1^{3}001001001^{4}1^{4}1^{4}1^{3}01^{4}
mm10.chr19     	phRAIDER       	71             	48             	40             	0.833          	2              	0.124          	0.926          	3602           	2777952256     	2904039424     	0.972          	0.361          		1^{3}01^{3}01^{3}1^{3}1^{3}1101101101101^{3}1^{3}1^{3}1101^{3}01^{3}
mm10.chr19     	phRAIDER       	84             	48             	40             	0.833          	2              	0.125          	0.93           	58             	2169159680     	2295164928     	0.972          	0.361          		1^{5}01^{4}0101^{5}1^{4}01101^{5}1^{4}0101^{4}01^{5}
mm10.chr19     	phRAIDER       	67             	48             	40             	0.833          	2              	0.125          	0.925          	3601           	2777862144     	2903920640     	0.972          	0.36           		1^{3}0101^{3}1^{3}1^{3}1^{3}001^{3}1^{3}11001^{3}1^{3}1^{3}1^{3}0101^{3}
mm10.chr19     	phRAIDER       	97             	48             	40             	0.833          	2              	0.124          	0.927          	3602           	4053110784     	4181073920     	0.971          	0.361          		1^{7}01001^{7}1^{4}01101^{7}1^{4}00101^{7}
mm10.chr19     	phRAIDER       	80             	48             	40             	0.833          	2              	0.127          	0.929          	3602           	2271793152     	2397822976     	0.972          	0.361          		1^{5}0101^{5}1^{3}01^{5}01101^{5}01^{5}1^{3}0101^{5}
mm10.chr19     	phRAIDER       	76             	48             	40             	0.833          	2              	0.125          	0.931          	3601           	4346789888     	4472963072     	0.971          	0.359          		1^{7}001101^{3}01^{7}1^{7}1101^{3}011001^{7}
mm10.chr19     	phRAIDER       	72             	48             	40             	0.833          	2              	0.126          	0.927          	3601           	4056334336     	4182519808     	0.972          	0.363          		1^{7}01101^{6}01^{4}01101^{4}01^{6}01101^{7}
mm10.chr19     	phRAIDER       	61             	48             	40             	0.833          	2              	0.125          	0.93           	3602           	3637350400     	3763298304     	0.971          	0.361          		1^{3}01^{3}01^{3}1^{3}01^{3}1^{3}11001^{3}1^{3}1101^{3}1^{3}01^{3}01^{3}
mm10.chr19     	phRAIDER       	68             	48             	40             	0.833          	2              	0.124          	0.929          	3601           	1658368000     	1784328192     	0.973          	0.361          		101^{9}01^{8}011001101^{8}01^{9}01
mm10.chr19     	phRAIDER       	64             	48             	40             	0.833          	2              	0.124          	0.925          	3601           	4117118976     	4244992000     	0.973          	0.361          		101^{12}01^{3}01^{3}1001^{3}101^{3}01^{12}01
mm10.chr19     	phRAIDER       	94             	48             	40             	0.833          	2              	0.124          	0.927          	57             	4069781504     	4195938304     	0.974          	0.361          		1^{12}01101^{3}01101101101^{3}01101^{12}
mm10.chr19     	phRAIDER       	90             	48             	40             	0.833          	2              	0.125          	0.933          	3600           	3505205248     	3631120384     	0.97           	0.359          		1^{5}0110110101^{5}1^{5}1^{5}1^{5}0101101101^{5}
mm10.chr19     	phRAIDER       	86             	48             	40             	0.833          	2              	0.124          	0.927          	57             	1349963776     	1475948544     	0.972          	0.361          		1^{3}0101^{3}1^{3}1^{3}1^{3}1^{3}0011001^{3}1^{3}1^{3}1^{3}1^{3}0101^{3}
mm10.chr19     	phRAIDER       	99             	48             	40             	0.833          	2              	0.125          	0.927          	58             	3994431488     	4120567808     	0.972          	0.36           		1101^{6}01^{6}0101^{6}1^{4}0101^{6}01^{6}011
mm10.chr19     	phRAIDER       	82             	48             	40             	0.833          	2              	0.125          	0.928          	3600           	2775965696     	2903736320     	0.972          	0.36           		1^{8}001^{6}001^{8}1^{4}001^{6}001^{8}
mm10.chr19     	phRAIDER       	78             	48             	40             	0.833          	2              	0.128          	0.933          	3602           	3985739776     	4111908864     	0.973          	0.361          		1^{8}01^{5}01^{4}001^{5}1001^{4}01^{5}01^{8}
mm10.chr19     	phRAIDER       	74             	48             	40             	0.833          	2              	0.124          	0.93           	58             	2271576064     	2397577216     	0.973          	0.361          		1^{7}01^{4}01101^{3}01^{7}101^{3}01101^{4}01^{7}
mm10.chr19     	phRAIDER       	63             	48             	40             	0.833          	2              	0.127          	0.929          	3602           	4056629248     	4182798336     	0.973          	0.363          		1^{6}01^{5}01^{4}01101^{6}01101^{4}01^{5}01^{6}
mm10.chr19     	phRAIDER       	93             	48             	40             	0.833          	2              	0.124          	0.936          	57             	4055437312     	4183355392     	0.974          	0.361          		1^{13}001101^{3}01^{3}101^{3}011001^{13}
mm10.chr19     	phRAIDER       	100            	50             	40             	0.8            	2              	0.128          	0.932          	3602           	3676770304     	3802722304     	0.975          	0.362          		1^{12}01001101^{3}01^{3}101^{3}01100101^{12}
mm10.chr19     	phRAIDER       	126            	50             	40             	0.8            	2              	0.126          	0.932          	58             	1995771904     	2121699328     	0.969          	0.36           		1010^{3}1^{11}01^{11}1^{3}01^{11}0^{3}101
mm10.chr19     	phRAIDER       	139            	50             	40             	0.8            	2              	0.128          	0.929          	3603           	3310497792     	3436449792     	0.974          	0.366          		1^{3}01^{3}1^{3}110101^{3}11001^{3}1^{3}001^{3}110101^{3}1^{3}1101^{3}
mm10.chr19     	phRAIDER       	122            	50             	40             	0.8            	2              	0.125          	0.929          	59             	3912736768     	4038885376     	0.971          	0.362          		1^{4}001^{3}01^{4}1101^{3}01^{4}1^{4}01^{3}01^{4}1101^{3}001^{4}
mm10.chr19     	phRAIDER       	135            	50             	40             	0.8            	2              	0.128          	0.937          	3603           	4123193344     	4249399296     	0.973          	0.365          		101^{5}01^{5}110101^{5}01101^{5}0101^{5}1101^{5}01
mm10.chr19     	phRAIDER       	118            	50             	40             	0.8            	2              	0.128          	0.931          	59             	3824812032     	3951050752     	0.973          	0.366          		1^{6}0101^{6}1101^{3}011001101^{3}01^{6}110101^{6}
mm10.chr19     	phRAIDER       	131            	50             	40             	0.8            	2              	0.126          	0.932          	3601           	3345612800     	3471511552     	0.972          	0.364          		1^{5}01^{3}01101^{3}10101^{5}1^{5}0101^{3}101101^{3}01^{5}
mm10.chr19     	phRAIDER       	114            	50             	40             	0.8            	2              	0.126          	0.932          	3602           	2775330816     	2901381120     	0.972          	0.362          		101^{9}0^{3}1^{9}01101^{9}0^{3}1^{9}01
mm10.chr19     	phRAIDER       	110            	50             	40             	0.8            	2              	0.126          	0.931          	3601           	4056268800     	4182466560     	0.972          	0.364          		1^{3}001^{3}1101^{3}1^{3}1101101^{3}101101^{3}1^{3}1101^{3}11001^{3}
mm10.chr19     	phRAIDER       	106            	50             	40             	0.8            	2              	0.126          	0.929          	3602           	4057460736     	4183617536     	0.973          	0.364          		1^{5}01^{4}0101^{3}01^{5}101101^{5}101^{3}0101^{4}01^{5}
mm10.chr19     	phRAIDER       	136            	50             	40             	0.8            	2              	0.129          	0.935          	3601           	3790200832     	3916075008     	0.975          	0.365          		1^{14}0^{3}1^{5}0011001^{5}0^{3}1^{14}
mm10.chr19     	phRAIDER       	125            	50             	40             	0.8            	2              	0.128          	0.93           	3603           	4056260608     	4184158208     	0.974          	0.364          		1^{6}01^{5}0101^{4}01^{3}01101^{3}01^{4}0101^{5}01^{6}
mm10.chr19     	phRAIDER       	102            	50             	40             	0.8            	2              	0.127          	0.922          	3602           	4015595520     	4141838336     	0.974          	0.366          		1^{6}01^{5}01^{6}0101100110101^{6}01^{5}01^{6}
mm10.chr19     	phRAIDER       	132            	50             	40             	0.8            	2              	0.126          	0.926          	3602           	4056334336     	4182458368     	0.972          	0.365          		1101^{5}01^{3}010101^{5}1^{5}1^{5}1010101^{3}01^{5}011
mm10.chr19     	phRAIDER       	121            	50             	40             	0.8            	2              	0.126          	0.923          	58             	2254098432     	2380124160     	0.973          	0.363          		1^{5}01^{5}001^{5}1^{4}0011001^{5}1^{4}001^{5}01^{5}
mm10.chr19     	phRAIDER       	128            	50             	40             	0.8            	2              	0.127          	0.931          	3603           	3740663808     	3866927104     	0.973          	0.365          		1^{4}01^{4}1^{3}01001^{4}1101^{4}01^{4}1100101^{4}1^{3}01^{4}
mm10.chr19     	phRAIDER       	117            	50             	40             	0.8            	2              	0.127          	0.935          	3601           	4225187840     	4353048576     	0.974          	0.363          		101^{12}001^{7}0^{4}1^{7}001^{12}01
mm10.chr19     	phRAIDER       	113            	50             	40             	0.8            	2              	0.125          	0.927          	3601           	3106717696     	3232747520     	0.972          	0.362          		1^{4}0101^{3}01^{4}1^{4}101101101101^{4}1^{4}101^{3}0101^{4}
mm10.chr19     	phRAIDER       	109            	50             	40             	0.8            	2              	0.124          	0.931          	3601           	4054728704     	4180959232     	0.968          	0.362          		1^{4}0010101^{3}01^{4}1^{4}1^{4}1^{4}1^{4}1101^{3}0101001^{4}
mm10.chr19     	phRAIDER       	105            	50             	40             	0.8            	2              	0.127          	0.934          	59             	1339940864     	1467650048     	0.972          	0.364          		1101^{3}01^{3}101^{3}1^{3}01^{3}11001^{3}1101^{3}1^{3}01^{3}101^{3}011
mm10.chr19     	phRAIDER       	101            	50             	40             	0.8            	2              	0.125          	0.926          	3602           	3687256064     	3813244928     	0.97           	0.362          		1^{4}00110101^{4}1^{4}1^{4}1001^{4}1^{4}1^{4}101011001^{4}
mm10.chr19     	phRAIDER       	138            	50             	40             	0.8            	2              	0.128          	0.936          	59             	4057247744     	4183465984     	0.973          	0.364          		1^{6}0101^{3}01^{3}1101^{3}101101^{3}101^{3}1101^{3}0101^{6}
mm10.chr19     	phRAIDER       	127            	50             	40             	0.8            	2              	0.125          	0.922          	3602           	3989684224     	4117635072     	0.975          	0.364          		1^{9}01^{5}0011001^{5}1^{3}0011001^{5}01^{9}
mm10.chr19     	phRAIDER       	134            	50             	40             	0.8            	2              	0.126          	0.93           	59             	4347822080     	4473942016     	0.971          	0.362          		1^{3}011001^{3}1101^{3}1^{3}01^{3}1^{3}1101^{3}1^{3}01^{3}11001101^{3}
mm10.chr19     	phRAIDER       	123            	50             	40             	0.8            	2              	0.126          	0.922          	59             	2778075136     	2904055808     	0.973          	0.367          		1^{7}0101^{6}01^{4}001^{4}001^{4}01^{6}0101^{7}
mm10.chr19     	phRAIDER       	130            	50             	40             	0.8            	2              	0.126          	0.928          	58             	4053569536     	4181536768     	0.97           	0.364          		1^{5}0110^{3}1^{5}1^{3}01^{5}1^{5}01^{5}1^{3}0^{3}1101^{5}
mm10.chr19     	phRAIDER       	119            	50             	40             	0.8            	2              	0.127          	0.926          	3600           	4057333760     	4183449600     	0.973          	0.363          		1^{6}01^{5}001^{3}001^{6}1^{6}001^{3}001^{5}01^{6}
mm10.chr19     	phRAIDER       	115            	50             	40             	0.8            	2              	0.128          	0.929          	3600           	1588793344     	1714728960     	0.973          	0.363          		1101^{7}01^{5}0101^{4}01101^{4}0101^{5}01^{7}011
